thold | t0 | tdiff | zeta | trend |
40000 | 45435 | 199043 | 0.2592830726275227 | inverse |
40000 | 249228 | 90684 | 17.12391270345375 | saturating |
40000 | 62609 | 182402 | 0.5372593065043146 | saturating |
20000 | 167915 | 244161 | 5.773945721265886 | saturating |
20000 | 110877 | 182098 | 3.3755750005491545 | saturating |
40000 | 197554 | 200338 | 4.870217197436332 | saturating |
20000 | 220011 | 187914 | 12.879519386793959 | saturating |
40000 | 235820 | 360997 | 3.851214303719976 | saturating |
10000 | 209432 | 212003 | 20.6892178997467 | saturating |
20000 | 297158 | 395742 | 11.156621860201849 | saturating |
10000 | 235823 | 333361 | 16.682361562690296 | saturating |
20000 | 144030 | 229242 | 4.5246161043787785 | saturating |
10000 | 65245 | 145205 | 2.9316552632485107 | saturating |
10000 | 250463 | 292322 | 21.459799251852406 | saturating |
10000 | 150959 | 246118 | 9.25922512006436 | saturating |
20000 | 28461 | 187055 | 0.21652148325358853 | inverse |
40000 | 261498 | 201339 | 8.490804563944392 | saturating |
40000 | 158265 | 262546 | 2.385087777475185 | saturating |
10000 | 23423 | 116289 | 0.47178746829020796 | inverse |
20000 | 256663 | 412015 | 7.994356463842335 | saturating |
40000 | 110822 | 245403 | 1.2511578591133767 | saturating |
10000 | 273091 | 360891 | 20.665157701632904 | saturating |
10000 | 280230 | 247422 | 31.73883199553799 | saturating |
10000 | 86238 | 124994 | 5.949879709426051 | saturating |
40000 | 202110 | 62285 | 16.395782331219394 | saturating |
40000 | 119308 | 288988 | 1.2314005135161321 | saturating |
10000 | 11121 | 177604 | 0.06963617992838 | inverse |
40000 | 103469 | 115169 | 2.3239400274813535 | saturating |
20000 | 21604 | 364356 | 0.06404900921077188 | inverse |
10000 | 231267 | 82753 | 64.63140344035865 | saturating |
10000 | 88817 | 196814 | 4.0080784339528694 | saturating |
10000 | 18871 | 131417 | 0.2709806501441975 | inverse |
40000 | 262529 | 350051 | 4.922245318610717 | saturating |
20000 | 229119 | 202352 | 12.97133612739187 | saturating |
20000 | 250241 | 209325 | 14.957735120267525 | saturating |
10000 | 168759 | 192292 | 14.810600587127912 | saturating |
40000 | 197044 | 343505 | 2.825747655492642 | saturating |
10000 | 26141 | 417491 | 0.1636806256901346 | inverse |
10000 | 186544 | 334908 | 10.390514390817776 | saturating |
10000 | 95789 | 156853 | 5.8497653988129015 | saturating |
10000 | 229107 | 140480 | 37.36476185150911 | saturating |
20000 | 62915 | 21610 | 9.15848501850995 | saturating |
20000 | 146663 | 236974 | 4.538480079882181 | saturating |
40000 | 133348 | 77507 | 5.735510697098326 | saturating |
10000 | 74660 | 151154 | 3.6877063127671117 | saturating |
10000 | 240817 | 272147 | 21.309375994958607 | saturating |
40000 | 159085 | 111034 | 5.698262970126268 | saturating |
20000 | 238555 | 201722 | 14.105672168875977 | saturating |
10000 | 97792 | 300308 | 3.1844890126137164 | saturating |
20000 | 279672 | 394815 | 9.905452880969568 | saturating |
10000 | 140438 | 188120 | 10.48417597490963 | saturating |
40000 | 271800 | 235423 | 7.844947180182055 | saturating |
10000 | 36908 | 412936 | 0.3298817405118469 | inverse |
20000 | 77085 | 206850 | 1.4363300036258158 | saturating |
20000 | 51028 | 22917 | 5.681059440589956 | saturating |
10000 | 18290 | 64439 | 0.5191329784757678 | saturating |
40000 | 186204 | 421313 | 2.057373592554704 | saturating |
40000 | 50514 | 104981 | 0.6076490498280641 | saturating |
10000 | 156685 | 101831 | 24.108757868429063 | saturating |
10000 | 47333 | 307917 | 0.7276028569387204 | inverse |
20000 | 80488 | 343143 | 0.9439676962665711 | saturating |
40000 | 248236 | 157071 | 9.8078435382725 | saturating |
40000 | 56274 | 384173 | 0.2060766292789967 | inverse |
40000 | 132015 | 271868 | 1.60261231783439 | saturating |
40000 | 44426 | 292144 | 0.16889526021414095 | inverse |
40000 | 114204 | 374149 | 0.8714812558633059 | saturating |
40000 | 194943 | 145754 | 6.518307087455575 | saturating |
40000 | 170893 | 263745 | 2.7682437059470324 | saturating |
10000 | 28833 | 184269 | 0.4511566725819319 | inverse |
10000 | 102095 | 188052 | 5.542822743177419 | saturating |
10000 | 129905 | 192859 | 8.750075975194314 | saturating |
20000 | 242903 | 206565 | 14.281671001621765 | saturating |
40000 | 169571 | 297649 | 2.4151201617509215 | saturating |
10000 | 222528 | 193203 | 25.630404695579262 | saturating |
40000 | 199405 | 413893 | 2.4017290715837185 | saturating |
10000 | 193056 | 268282 | 13.892329390715737 | saturating |
40000 | 156095 | 320340 | 1.9015459375195107 | saturating |
20000 | 25414 | 258284 | 0.12503124390206127 | inverse |
20000 | 254435 | 48753 | 66.39301091727688 | saturating |
40000 | 105029 | 176018 | 1.566756076225159 | saturating |
10000 | 180324 | 172732 | 18.824968723803348 | saturating |
10000 | 234124 | 369717 | 14.825947245055001 | saturating |
40000 | 197021 | 73321 | 13.23538769281652 | saturating |
10000 | 55950 | 242033 | 1.2933783822867129 | saturating |
10000 | 260835 | 321049 | 21.191437202732295 | saturating |
10000 | 62454 | 311756 | 1.2511393897791863 | saturating |
10000 | 294173 | 89959 | 96.19688294556408 | saturating |
10000 | 18657 | 405262 | 0.0858910159353702 | inverse |
40000 | 59821 | 131635 | 0.6796353631253086 | saturating |
20000 | 107550 | 328603 | 1.7600269169788472 | saturating |
40000 | 299566 | 362775 | 6.184259413961822 | saturating |
10000 | 173660 | 124523 | 24.218654866972365 | saturating |
10000 | 207205 | 255552 | 16.8004601900983 | saturating |
40000 | 240786 | 255814 | 5.666020799878036 | saturating |
10000 | 98906 | 88173 | 11.094549165844418 | saturating |
10000 | 67320 | 319623 | 1.4179149810870932 | saturating |
20000 | 291552 | 396040 | 10.731563567316432 | saturating |
10000 | 216097 | 326468 | 14.30397876943529 | saturating |
10000 | 216169 | 291240 | 16.044855294945748 | saturating |
40000 | 58428 | 356759 | 0.23922530223484204 | inverse |
40000 | 77379 | 56397 | 2.6541791411777225 | saturating |
40000 | 220396 | 144612 | 8.397366196442896 | saturating |
20000 | 177200 | 359207 | 4.370716606302215 | saturating |
10000 | 59037 | 98129 | 3.5518219578310184 | saturating |
10000 | 194713 | 285533 | 13.278028238067053 | saturating |
40000 | 229443 | 418355 | 3.145898235290602 | saturating |
40000 | 148076 | 320567 | 1.7099780838327092 | saturating |
20000 | 80250 | 82378 | 3.908848539658647 | saturating |
20000 | 73651 | 210260 | 1.2899433560829447 | saturating |
20000 | 215298 | 104569 | 22.163943809350762 | saturating |
20000 | 244625 | 270570 | 11.058393507225485 | saturating |
20000 | 178723 | 21246 | 75.17158695519156 | saturating |
40000 | 286610 | 325532 | 6.308542025054373 | saturating |
40000 | 189576 | 400811 | 2.24164629813054 | saturating |
40000 | 186740 | 284270 | 3.0667875259436452 | saturating |
10000 | 154575 | 287624 | 8.30717555732484 | saturating |
40000 | 172098 | 387643 | 1.9101158542782921 | saturating |
40000 | 88879 | 243060 | 0.8125027401670369 | saturating |
20000 | 102552 | 147294 | 3.5700411096174998 | saturating |
20000 | 213776 | 310153 | 7.36736033119138 | saturating |
40000 | 182625 | 242094 | 3.4441054533569604 | saturating |
40000 | 274223 | 291267 | 6.454408989775704 | saturating |
40000 | 108158 | 62514 | 4.678213265828454 | saturating |
10000 | 298469 | 398820 | 22.336829637681163 | saturating |
20000 | 217204 | 294551 | 8.00838863490533 | saturating |
20000 | 70652 | 233535 | 1.0687274078831865 | saturating |
10000 | 75811 | 307412 | 1.8695781950607004 | saturating |
10000 | 257138 | 22890 | 288.85955021406727 | saturating |
20000 | 229549 | 402113 | 6.551982079788517 | saturating |
40000 | 148751 | 41199 | 13.426818612709045 | saturating |
40000 | 96435 | 345830 | 0.6722746165023277 | inverse |
40000 | 135667 | 318201 | 1.4460619929698524 | saturating |
20000 | 221098 | 312471 | 7.822217998470258 | saturating |
10000 | 74890 | 100820 | 5.562896349930569 | saturating |
40000 | 185926 | 172402 | 5.012772107632162 | saturating |
10000 | 67279 | 416036 | 1.0879981157880567 | saturating |
20000 | 93488 | 327257 | 1.3353428870887407 | saturating |
20000 | 110812 | 333656 | 1.8401136715659243 | saturating |
10000 | 206821 | 104991 | 40.74151693097503 | saturating |
10000 | 150105 | 228886 | 9.843988284560874 | saturating |
10000 | 97320 | 296304 | 3.1964409525352337 | saturating |
20000 | 297152 | 84370 | 52.3286186464383 | saturating |
40000 | 62857 | 197349 | 0.5005095603474049 | saturating |
20000 | 189925 | 215809 | 8.357275559638385 | saturating |
40000 | 68559 | 248191 | 0.473459601778469 | inverse |
20000 | 287241 | 364634 | 11.313727200562756 | saturating |
20000 | 162774 | 257509 | 5.144553214839093 | saturating |
20000 | 111417 | 346611 | 1.7907319572950655 | saturating |
20000 | 211378 | 88021 | 25.3806812487929 | saturating |
10000 | 38448 | 312901 | 0.47243335879399556 | inverse |
10000 | 19979 | 40956 | 0.9746079719699189 | saturating |
20000 | 205998 | 412375 | 5.145216854076993 | saturating |
20000 | 35813 | 175700 | 0.3649888927148549 | inverse |
40000 | 149057 | 71336 | 7.786387395214197 | saturating |
40000 | 229733 | 132994 | 9.920983519745251 | saturating |
40000 | 123359 | 239852 | 1.5861284126252857 | saturating |
40000 | 226036 | 75421 | 16.935692080455045 | saturating |
10000 | 205162 | 107853 | 39.02668098615709 | saturating |
40000 | 217321 | 220597 | 5.352341264953739 | saturating |
40000 | 278911 | 124974 | 15.561505977443307 | saturating |
40000 | 131771 | 283817 | 1.5294711417039852 | saturating |
20000 | 239206 | 391782 | 7.30246800976053 | saturating |
20000 | 123508 | 240467 | 3.171791984762982 | saturating |
40000 | 293695 | 94360 | 22.853103281316237 | saturating |
40000 | 103006 | 199109 | 1.332214520187435 | saturating |
40000 | 114804 | 192427 | 1.7123322631439455 | saturating |
10000 | 171797 | 40821 | 72.30153403640284 | saturating |
20000 | 49000 | 323592 | 0.3709918663007738 | inverse |
10000 | 266837 | 202598 | 35.14446567537686 | saturating |
10000 | 286321 | 278129 | 29.47542868273355 | saturating |
40000 | 208932 | 258886 | 4.215424996330431 | saturating |
10000 | 167292 | 131576 | 21.270302535416793 | saturating |
10000 | 201981 | 111934 | 36.44676716725928 | saturating |
10000 | 65700 | 391328 | 1.1030363275819774 | saturating |
40000 | 173096 | 217489 | 3.4441081176519273 | saturating |
40000 | 117774 | 420466 | 0.8247227526125774 | inverse |
10000 | 296166 | 296176 | 29.615600033763705 | saturating |
10000 | 123977 | 406886 | 3.777543717159106 | saturating |
40000 | 103742 | 328783 | 0.8183515087458901 | saturating |
40000 | 230837 | 272090 | 4.895964622827006 | saturating |
10000 | 126984 | 11489 | 140.35108587344416 | saturating |
20000 | 196694 | 173576 | 11.144550409042726 | saturating |
10000 | 259878 | 45085 | 149.79832512809136 | saturating |
10000 | 288372 | 177263 | 46.912446694459646 | saturating |
20000 | 289384 | 32788 | 127.70388473831889 | saturating |
20000 | 130945 | 401684 | 2.1343385627757145 | saturating |
40000 | 218527 | 404767 | 2.9494777074835645 | saturating |
10000 | 11353 | 220327 | 0.058499688644605516 | inverse |
10000 | 13122 | 223837 | 0.07692512140530833 | inverse |
20000 | 226006 | 157122 | 16.254474878120185 | saturating |
40000 | 106046 | 314633 | 0.8935612376959823 | saturating |
20000 | 243099 | 367289 | 8.045044066253006 | saturating |
10000 | 25373 | 139924 | 0.46009914596495244 | inverse |
40000 | 63334 | 48273 | 2.077349427216042 | saturating |
40000 | 57297 | 195164 | 0.4205368573353692 | inverse |
10000 | 32506 | 35310 | 2.9924668252619653 | saturating |
10000 | 245367 | 270570 | 22.251160398048565 | saturating |
20000 | 161857 | 294480 | 4.448126943935073 | saturating |
20000 | 140276 | 388702 | 2.5311621982907213 | saturating |
20000 | 31532 | 422314 | 0.11771655971623012 | inverse |
10000 | 196507 | 347293 | 11.118853834946284 | saturating |
40000 | 147130 | 94223 | 5.74361803911996 | saturating |
20000 | 108123 | 336163 | 1.7388265705922425 | saturating |
10000 | 107853 | 49085 | 23.698216581440356 | saturating |
10000 | 165574 | 158437 | 17.303249541458122 | saturating |
20000 | 287302 | 196563 | 20.99643351088455 | saturating |
10000 | 78408 | 261054 | 2.354997228159691 | saturating |
10000 | 171307 | 180823 | 16.22917894792145 | saturating |
40000 | 95236 | 230110 | 0.985386955803746 | saturating |
10000 | 11113 | 199219 | 0.06199146115581344 | inverse |
20000 | 108809 | 360651 | 1.6413927149793015 | saturating |
20000 | 153066 | 178932 | 6.546956485145194 | saturating |
40000 | 43093 | 134331 | 0.3456027739315572 | saturating |
20000 | 213524 | 178383 | 12.779384407707013 | saturating |
10000 | 297755 | 267543 | 33.13786569822421 | saturating |
20000 | 279172 | 63511 | 61.35709214466785 | saturating |
10000 | 294964 | 154044 | 56.47981180441952 | saturating |
20000 | 111925 | 357463 | 1.7522380812839373 | saturating |
20000 | 291478 | 362428 | 11.720869315284691 | saturating |
20000 | 194016 | 58823 | 31.996164983084842 | saturating |
40000 | 289405 | 420599 | 4.9783317378904846 | saturating |
40000 | 155168 | 45881 | 13.119324025195613 | saturating |
20000 | 34194 | 150628 | 0.38811829009214754 | inverse |
10000 | 206949 | 82706 | 51.7832909353614 | saturating |
20000 | 141075 | 394728 | 2.5209961828144953 | saturating |
10000 | 127708 | 49042 | 33.255848586925495 | saturating |
40000 | 121882 | 254140 | 1.461322688675533 | saturating |
10000 | 155655 | 203621 | 11.898811529753807 | saturating |
40000 | 134413 | 96620 | 4.6747191495032085 | saturating |
10000 | 66958 | 368586 | 1.2163711492026283 | saturating |
40000 | 84871 | 45513 | 3.9566094527937072 | saturating |
40000 | 101087 | 225578 | 1.132488714435805 | saturating |
10000 | 42981 | 233588 | 0.7908652674794938 | inverse |
10000 | 280109 | 45104 | 173.95586174396948 | saturating |
20000 | 196295 | 325191 | 5.924476234735894 | saturating |
10000 | 217504 | 306489 | 15.435460984244132 | saturating |
20000 | 36504 | 230652 | 0.2888641798033401 | inverse |
40000 | 116182 | 350606 | 0.9624947322635665 | saturating |
20000 | 146075 | 253787 | 4.203900441117945 | saturating |
10000 | 281077 | 374585 | 21.09114885246339 | saturating |
40000 | 265691 | 123189 | 14.325895063885573 | saturating |
20000 | 55873 | 317252 | 0.49200511407335495 | inverse |
40000 | 296507 | 147020 | 14.949734908345803 | saturating |
20000 | 219683 | 396619 | 6.084002593042693 | saturating |
40000 | 291048 | 59316 | 35.70239830062715 | saturating |
10000 | 280276 | 395462 | 19.8640163090259 | saturating |
10000 | 72109 | 48408 | 10.741422659477772 | saturating |
40000 | 246146 | 197656 | 7.663295487614845 | saturating |
20000 | 79656 | 42131 | 7.530177702879115 | saturating |
10000 | 297878 | 101618 | 87.31848972032513 | saturating |
10000 | 159086 | 126413 | 20.02037400900224 | saturating |
10000 | 160701 | 128600 | 20.081501867029548 | saturating |
10000 | 186601 | 236220 | 14.740467869359072 | saturating |
10000 | 179412 | 218536 | 14.729228019182193 | saturating |
40000 | 225824 | 400777 | 3.181100647991277 | saturating |
20000 | 165806 | 211232 | 6.507449069269808 | saturating |
40000 | 168756 | 383005 | 1.8588913679978065 | saturating |
10000 | 92293 | 242287 | 3.5156644182312715 | saturating |
10000 | 154788 | 64064 | 37.39904617882117 | saturating |
40000 | 85606 | 220160 | 0.8321660651344477 | saturating |
20000 | 111638 | 263827 | 2.361972626759202 | saturating |
10000 | 246081 | 115036 | 52.640789458082686 | saturating |
10000 | 92135 | 366122 | 2.3185873083289175 | saturating |
10000 | 281569 | 380886 | 20.81491621141234 | saturating |
40000 | 108211 | 52863 | 5.537720390916141 | saturating |
20000 | 92576 | 378888 | 1.1309827410738793 | saturating |
20000 | 284802 | 55586 | 72.96097866729033 | saturating |
10000 | 15685 | 177994 | 0.13821770677663292 | inverse |
20000 | 117322 | 377282 | 1.8241596052819906 | saturating |
40000 | 171468 | 41014 | 17.921487189740088 | saturating |
10000 | 48429 | 58754 | 3.9918440293426833 | saturating |
20000 | 203137 | 361707 | 5.704152915066615 | saturating |
20000 | 114031 | 313309 | 2.0751189657813853 | saturating |
10000 | 21778 | 198105 | 0.2394090426793872 | inverse |
20000 | 80583 | 113597 | 2.858182825690819 | saturating |
10000 | 278647 | 406819 | 19.085674614263347 | saturating |
10000 | 226086 | 73484 | 69.55919573784769 | saturating |
10000 | 69260 | 103387 | 4.639797653476743 | saturating |
10000 | 219894 | 326394 | 14.814417923123587 | saturating |
20000 | 182306 | 69153 | 24.030394658221624 | saturating |
40000 | 122219 | 211969 | 1.7617533649967685 | saturating |
40000 | 201749 | 343617 | 2.961339150929669 | saturating |
10000 | 61372 | 348715 | 1.0801148169708787 | saturating |
20000 | 201031 | 183843 | 10.991297727136741 | saturating |
40000 | 174106 | 351357 | 2.1568446932891616 | saturating |
10000 | 175025 | 154608 | 19.81381987025251 | saturating |
40000 | 211330 | 204978 | 5.44697100420533 | saturating |
20000 | 39528 | 219106 | 0.3565540843244822 | inverse |
10000 | 126364 | 174856 | 9.132006048405545 | saturating |
20000 | 72091 | 203466 | 1.2771451448890723 | saturating |
10000 | 180647 | 360871 | 9.04293739563445 | saturating |
20000 | 90704 | 283255 | 1.4522630873241424 | saturating |
10000 | 15616 | 42508 | 0.573678968664722 | saturating |
20000 | 269597 | 172037 | 21.12410191092614 | saturating |
40000 | 147433 | 147118 | 3.6937168614649467 | saturating |
10000 | 117469 | 96125 | 14.355231168790638 | saturating |
20000 | 209567 | 148658 | 14.771599069340366 | saturating |
10000 | 21698 | 388958 | 0.12104217010576976 | inverse |
40000 | 256546 | 143285 | 11.483381044073 | saturating |
10000 | 290851 | 181135 | 46.702351395920175 | saturating |
40000 | 103153 | 265475 | 1.0020285722761089 | saturating |
40000 | 246551 | 357141 | 4.255139818797058 | saturating |
40000 | 257799 | 394243 | 4.2144264071270765 | saturating |
40000 | 278330 | 314914 | 6.149900361686047 | saturating |
20000 | 91457 | 126452 | 3.3073351346756077 | saturating |
20000 | 255789 | 79417 | 41.19269962413589 | saturating |
20000 | 31542 | 50756 | 0.9800789699739932 | saturating |
40000 | 228156 | 161072 | 8.079486244660773 | saturating |
40000 | 78949 | 156608 | 0.9949914118371985 | saturating |
40000 | 66224 | 358431 | 0.3058899883101629 | inverse |
20000 | 96610 | 397445 | 1.174186629596548 | saturating |
20000 | 92715 | 422186 | 1.0180431403457242 | inverse |
20000 | 227931 | 27161 | 95.6381222359265 | saturating |
40000 | 181976 | 193627 | 4.27565171386222 | saturating |
40000 | 177048 | 85125 | 9.205872042290748 | saturating |
20000 | 87675 | 138262 | 2.779833079588028 | saturating |
20000 | 60300 | 63845 | 2.8475918239486258 | saturating |
40000 | 282315 | 57106 | 34.892025017073514 | saturating |
40000 | 42166 | 49289 | 0.9018095092211244 | saturating |
10000 | 245778 | 331454 | 18.224799001973125 | saturating |
10000 | 261620 | 132448 | 51.67690293549166 | saturating |
40000 | 265572 | 104959 | 16.799056580188456 | saturating |
10000 | 47499 | 36840 | 6.12419924267101 | saturating |
20000 | 145628 | 295336 | 3.5904045534577564 | saturating |
20000 | 265097 | 396885 | 8.853499049976694 | saturating |
10000 | 216214 | 365541 | 12.78885098962907 | saturating |
10000 | 147328 | 365940 | 5.931447664644478 | saturating |
10000 | 152452 | 254674 | 9.126024762637725 | saturating |
40000 | 272196 | 384609 | 4.8159730021918365 | saturating |
20000 | 41370 | 169504 | 0.5048485286482914 | inverse |
10000 | 213658 | 253090 | 18.036959565372 | saturating |
40000 | 282642 | 244673 | 8.162578233397229 | saturating |
40000 | 61232 | 392505 | 0.23880955809480134 | inverse |
40000 | 105242 | 284952 | 0.9717319552064909 | saturating |
10000 | 60994 | 259904 | 1.4314008387712387 | saturating |
10000 | 53538 | 115193 | 2.4882739784535515 | saturating |
40000 | 176580 | 159565 | 4.885234293234732 | saturating |
10000 | 98314 | 219634 | 4.4007952302466835 | saturating |
20000 | 51135 | 416307 | 0.31404567122340005 | inverse |
10000 | 48931 | 128273 | 1.866521217247589 | saturating |
20000 | 222154 | 373998 | 6.597949683688148 | saturating |
20000 | 105789 | 280858 | 1.9923435545720614 | saturating |
10000 | 166721 | 314348 | 8.842395002035959 | saturating |
10000 | 90228 | 208084 | 3.912406520443667 | saturating |
10000 | 104692 | 178316 | 6.146624455461092 | saturating |
40000 | 162991 | 261764 | 2.5372154002269216 | saturating |
20000 | 97938 | 159608 | 3.0048154992230964 | saturating |
40000 | 182631 | 281754 | 2.9595038722609086 | saturating |
40000 | 198742 | 284304 | 3.473252448435477 | saturating |
20000 | 74758 | 413247 | 0.676200742413133 | inverse |
20000 | 185143 | 54407 | 31.501397291708788 | saturating |
20000 | 187280 | 419320 | 4.18222340932939 | saturating |
10000 | 123335 | 190094 | 8.002105392595244 | saturating |
10000 | 183815 | 257732 | 13.109724141744136 | saturating |
40000 | 183463 | 152159 | 5.530180989786999 | saturating |
40000 | 158512 | 153977 | 4.079514171597056 | saturating |
40000 | 82048 | 244556 | 0.6881730875545887 | saturating |
40000 | 104732 | 123843 | 2.2142534951511186 | saturating |
10000 | 280792 | 24228 | 325.4257357767872 | saturating |
40000 | 216193 | 393052 | 2.9728517631890945 | saturating |
20000 | 122414 | 389966 | 1.9213453731863803 | saturating |
40000 | 288488 | 406290 | 5.121054305053041 | saturating |
40000 | 92159 | 240384 | 0.883303514480997 | saturating |
40000 | 293432 | 111376 | 19.326950739836228 | saturating |
20000 | 44846 | 386412 | 0.26023567021728106 | inverse |
10000 | 270484 | 323663 | 22.60425017873529 | saturating |
20000 | 125080 | 287967 | 2.7164582052804658 | saturating |
20000 | 289592 | 127260 | 32.949680364607886 | saturating |
10000 | 232479 | 13546 | 398.9848327255279 | saturating |
40000 | 89153 | 352121 | 0.5643129356812006 | inverse |
40000 | 73142 | 120997 | 1.1053481003661247 | saturating |
20000 | 93272 | 23104 | 18.82718573407202 | saturating |
20000 | 46867 | 20563 | 5.34094171327141 | saturating |
20000 | 23746 | 289062 | 0.09753487417924184 | inverse |
40000 | 137881 | 117582 | 4.042108945459339 | saturating |
10000 | 104125 | 321257 | 3.374872959966631 | saturating |
20000 | 35974 | 42505 | 1.52232522762028 | saturating |
40000 | 122175 | 127688 | 2.9225006705798506 | saturating |
10000 | 229430 | 403894 | 13.032658296483731 | saturating |
10000 | 191909 | 172098 | 21.400053621192576 | saturating |
10000 | 253192 | 69253 | 92.56810371247454 | saturating |
20000 | 35513 | 169411 | 0.3722229279680776 | inverse |
20000 | 110121 | 113317 | 5.350757009539611 | saturating |
40000 | 145167 | 367228 | 1.4346303855506661 | saturating |
10000 | 139713 | 267180 | 7.305832161464181 | saturating |
10000 | 280750 | 248046 | 31.77659083395822 | saturating |
10000 | 110641 | 99808 | 12.264979641912472 | saturating |
20000 | 294945 | 357590 | 12.163728435498754 | saturating |
20000 | 280144 | 202741 | 19.354906194602965 | saturating |
20000 | 268913 | 38120 | 94.85073658053516 | saturating |
40000 | 214329 | 213156 | 5.387711375823341 | saturating |
40000 | 299428 | 414065 | 5.413227825582939 | saturating |
20000 | 57799 | 28160 | 5.931683950639204 | saturating |
10000 | 210154 | 214241 | 20.614496625762577 | saturating |
10000 | 211314 | 237791 | 18.778509950334538 | saturating |
20000 | 150423 | 34089 | 33.18824097069436 | saturating |
40000 | 64343 | 101957 | 1.0151391392940161 | saturating |
